#,URL,University Name (Tab Title),Status
258,https://bcu.ac.in/,Dr Manmohan Singh Bengaluru City University Bengaluru | Bengaluru City University Bengaluru,OK
259,https://bgsbu.ac.in/,"Baba Ghulam Shah Badshah University, Rajouri, (J&K)",OK
260,https://biharsports.org/,Bihar State Sports Authority (BSSA) | Sports Development and Training in Bihar,OK
261,https://bmtu.ac.in/,BMTU,OK
262,https://brauss.in/,Privacy error,OK
263,https://btu.ac.in/,Bikaner Technical University,OK
264,https://buniv.edu.in/,Bodoland University | Kokrajhar,OK
265,https://cblu.ac.in/,"Chaudhary Bansi Lal University – Bhiwani, Haryana-127021",OK
266,https://clujammu.ac.in/,Cluster University Of Jammu,OK
267,https://cottonuniversity.ac.in/,"Welcome to Cotton University, Assam, India, A State University",OK
268,https://data.gov.in/,Home | Open Government Data (OGD) Platform India,OK
269,https://dbrau.ac.in/,"Dr Bhimrao Ambedkar University, Agra – Dr Bhimrao Ambedkar University, Agra",OK
270,https://dduniversity.ac.in/,Dharanidhar University,OK
271,https://deb.ugc.ac.in/,Distance Education Bureau | UGC,OK
272,https://deemed.ugc.ac.in/,(no title),NO TITLE
273,https://dlcsupva.ac.in/,,TIMEOUT
274,https://dpsru.edu.in/,Delhi Pharmaceutical Sciences and Research University,OK
275,https://drntruhs.in/,drntruhs.in,OK
276,https://drysrhu.ap.gov.in/,Dr.Y.S.R. Horticultural University,OK
277,https://dseu.ac.in/,DSEU,OK
278,https://dsmru.up.nic.in/,Dr Shakuntala Misra National Rehabilitation University,OK
279,https://dsrrauexam.org/,"DR. SARVEPALLI RADHAKRISHNAN RAJASTHAN AYURVED UNIVERSITY, JODHPUR",OK
280,https://duk.ac.in/,Digital University Kerala – Curating a responsible digital world,OK
281,https://email.gov.in/,,TIMEOUT
282,https://eng.bangaloreuniversity.ac.in/,,ERROR: Message: unknown error: net::ERR_NAME_NOT_RESOLVED
283,https://eng.bnu.ac.in/,,ERROR: Message: unknown error: net::ERR_NAME_NOT_RESOLVED
284,https://eprocure.gov.in/eprocure/app,eProcurement System Government of India,OK
285,https://fmuniversity.nic.in/,Privacy error,OK
286,https://gbu.gujarat.gov.in/Announcements.php,Gujarat Biotechnology University – Gujarat Biotechnology University,OK
287,https://gramodayachitrakoot.ac.in/,MGCGV - Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,OK
288,https://graupunjab.org/,Guru Ravidas Ayurved University,OK
289,https://gug.ac.in/,Gulbarga University,OK
290,https://gurucharancollege.ac.in/,,ERROR: Message: unknown error: net::ERR_NAME_NOT_RESOLVED
291,https://harichandguruchanduniversity.com/,,ERROR: Message: unknown error: net::ERR_NAME_NOT_RESOLVED
292,https://hbtu.ac.in/,HBTU,OK
293,https://hju.ac.in/,हरिदेव जोशी विश्वविद्यालय,OK
294,https://hpuniv.ac.in/,Himachal Pradesh University,OK
295,https://igkv.ac.in/,IGKV - Indira Gandhi Krishi Vishwavidyalaya,OK
296,https://india.gov.in/,Home | National Portal of India,OK
297,https://ioe.ugc.ac.in/,Institutions of Eminence,OK
298,https://jbu.ac.in/,"A premier institution of higher education in Jorhat, celebrated its “Platinum Jubilee” in the year 2005",OK
299,https://jharkhanduniversities.nic.in/jsou/home,HTTP Status 404 – Not Found,OK
300,https://jhkaushalvedskill.university/,"Home - Kaushal Vidya Entrepreneurship, Digital and Skill University",OK
301,https://jncu.ac.in/,,TIMEOUT
302,https://jntukucev.ac.in/,Privacy error,OK
303,https://jpv.ac.in/,Jai Prakash University | JPU Official Website,OK
304,https://kalahandiuniversity.ac.in/,"Maa Manikeswari University, Bhawanipatna",OK
305,https://kaushalyaskilluniversity.ac.in/,Kaushalya- The Skill University,OK
306,https://kmclu.ac.in/,"Khwaja Moinuddin Chishti Language University, Lucknow",OK
307,https://knruhs.telangana.gov.in/,Home - KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES,OK
308,https://kokrajharuniversity.ac.in/,क’क्राझार मुलुगसोलोंसालि – KOKRAJHAR UNIVERSITY,OK
309,https://kslu.karnataka.gov.in/,"ಕರ್ನಾಟಕ ರಾಜ್ಯ ಕಾನೂನು ವಿಶ್ವವಿದ್ಯಾಲಯ, ಹುಬ್ಬಳ್ಳಿ - Index",OK
310,https://ksoumysuru.ac.in/,KSOU Mysuru,OK
311,https://ksrdpru.ac.in/,"MGRDPRU – Mahatma Gandhi Rural Development & Panchyat Raj University, Gadag",OK
312,https://kttv.edu.in/,Krantivir Tatya Tope Vishwavidyalay,OK
313,https://ktu.edu.in/,APJ Abdul Kalam Technological University,OK
314,https://kuk.karnataka.gov.in/en,ಕೊಡಗು ವಿಶ್ವವಿದ್ಯಾಲಯ - Index,OK
315,https://kuu.ac.in/,KHALLIKOTE UNITARY UNIVERSITY,OK
316,https://litu.edu.in/,"LIT University, Nagpur",OK
317,https://lnmu.ac.in/,Just a moment...,OK
318,https://madhabdevuniversity.ac.in/,Madhabdev University,OK
319,https://makautwb.ac.in/,,TIMEOUT
320,https://mbbuniversity.ac.in/,Home | Maharaja Bir Bikram University,OK
321,https://mbspsu.ac.in/en/,The Maharaja Bhupinder Singh Punjab Sports University,OK
