URL,University Name (Tab Title)
https://www.pau.edu/,"Punjab Agricultural University - PAU - Ludhiana, Punjab - INDIA - pau.edu"
https://www.ptuniv.edu.in/,PUDUCHERRY TECHNOLOGICAL UNIVERSITY
https://www.purneauniversity.ac.in/,"Purnea University, Purnia"
https://www.rayalaseemauniversity.ac.in/,Rayalaseema University
https://www.rgpv.ac.in/,Rajiv Gandhi Proudyogiki Vishwavidyalaya
https://www.rgukt.in/,Rajiv Gandhi University of Knowledge Technologies - Andhra Pradesh
https://www.rrbmuniv.ac.in/,"Raj Rishi Bhartrihari Matsya University, Alwar"
https://www.rtuassam.ac.in/,Rabindranath Thakur Vishwavidyalaya
https://www.sanskritcollegeanduniversity.org.in/,EDP Section
https://www.sggcg.in/,"Sant Gahira Guru Vishwavidyalaya,sarguja(C.G.)"
https://www.sportsuniup.com/,Major Dhyanchand Sports University
https://www.suniv.ac.in/,"Sambalpur University, Jyoti Vihar, Burla, Sambalpur, Odisha"
https://www.suoh.ac.in/,Home | Sports University of Haryana
https://www.svvu.edu.in/,"Sri Venkateswara Veterinary University | శ్రీ వెంకటేశ్వరా పశువైద్య విశ్వవిద్యాలయం, తిరుపతి"
https://www.tamiluniversity.ac.in/,:~: Tamil University :~:
https://www.tndalu.ac.in/,The Tamil Nadu Dr.Ambedkar Law University
https://www.tnmgrmu.ac.in/,"One moment, please..."
https://www.tnou.ac.in/,Tamil Nadu Open University
https://www.tnpesu.org/,TAMILNADU - SPORTS-UNIVERSITY
https://www.tsvu.nic.in/,Veterinary University Home
https://www.tvu.edu.in/,Just a moment...
https://www.ubkv.ac.in/,Uttar Banga Krishi Viswavidyalaya – Home
https://www.unikbp.ac.in/,"Karmaveer Bhaurao Patil University, Satara"
https://www.uni-mysore.ac.in/,UOM | UNIVERSITY OF MYSORE | ಮೈಸೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯ
https://www.uok.ac.in/,"Welcome to University of Kota, Kota"
https://www.uok.edu.in/,University of Kashmir
https://www.upums.ac.in/,Uttar Pradesh University of Medical Sciences | Best Government Medical College in UP
https://www.usvv.ac.in/,Uttarakhand Sanskrit University
https://www.uuhf.ac.in/,VCSG Uttarakhand University of Horticulture and forestry
https://www.vikramdevuniversity.ac.in/,Vikramdev University
https://www.vnmkv.ac.in/,Vasantrao Naik Marathwada Krishi Vidyapeeth Parbhani
https://www.wbnsou.ac.in/,Netaji Subhas Open University
https://www.ycmou.ac.in/,Welcome to Yashwantrao Chavan Maharashtra Open University
https://www.ysrafu.ac.in/,YSRAFU – Dr. YSR ARCHITECTURE AND FINE ARTS UNIVERSITY
https://yisu.in/,Young India Skills University
https://yvu.edu.in/,"Yogi Vemana University (YVU), Kadapa | Official Website"
